CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
817282_351,1,2001-10-01,CHNE,H058257650966,,,Southampton,2017
153498_351,2,2010-03-01,WBRI,H016513578694,,,Southampton,2017
209180_351,2,2006-06-01,BOTH,U095517074286,,,Southampton,2017
264027_351,1,2002-02-01,BOTH,H022286573795,,,Southampton,2017
188617_351,2,2009-11-01,NOBT,V076005422078,,,Southampton,2017
496206_351,2,2005-01-01,MWBC,H065457530267,,,Southampton,2017
380452_351,2,2002-09-01,AIND,M033845664196,,,Southampton,2017
168440_351,1,2006-03-01,MWBA,F012257310483,,,Southampton,2017
251488_351,1,2010-12-01,APKN,G067427057026,,,Southampton,2017
127983_351,1,2003-10-01,NOBT,E019448259493,,,Southampton,2017
231526_351,2,2012-05-01,WIRT,U098320543935,,,Southampton,2017
313431_351,1,2013-10-01,NOBT,E019702445555,,,Southampton,2017
315722_351,2,2005-12-01,WIRT,U074104665913,,,Southampton,2017
790809_351,2,2014-05-01,BOTH,Z023586322409,,,Southampton,2017
19577_351,1,2003-08-01,OOTH,Y049952620568,,,Southampton,2017
113176_351,1,2006-07-01,WOTH,E035576470644,,,Southampton,2017
86559_351,2,2003-04-01,APKN,C054753786106,,,Southampton,2017
988660_351,1,2001-06-01,BOTH,T070867998419,,,Southampton,2017
219208_351,1,2002-11-01,WIRI,X018974724101,,,Southampton,2017
845786_351,2,2006-05-01,MWBA,L029067573601,,,Southampton,2017
468663_351,1,2009-03-01,REFU,R020726252980,,,Southampton,2017
550582_351,1,2005-03-01,MWBC,U000571373750,,,Southampton,2017
917237_351,1,2011-11-01,WBRI,S031893319229,,,Southampton,2017
614429_351,1,2009-02-01,CHNE,I028614508702,,,Southampton,2017
637269_351,2,2002-01-01,WIRI,H023617023628,,,Southampton,2017
73414_351,2,2009-10-01,APKN,E014664616988,,,Southampton,2017
724292_351,2,2003-10-01,MOTH,C026383819202,,,Southampton,2017
101513_351,1,2006-02-01,MWAS,U002796336884,,,Southampton,2017
301974_351,1,2009-09-01,CHNE,C024937730940,,,Southampton,2017
911118_351,1,2014-12-01,MWBC,U019875543644,,,Southampton,2017
306785_351,2,2004-01-01,WIRI,C012724973687,,,Southampton,2017
833281_351,1,2002-12-01,AOTH,U027892382948,,,Southampton,2017
566763_351,1,2013-06-01,MOTH,U040973615189,,,Southampton,2017
967416_351,1,2014-11-01,BAFR,F026713036622,,,Southampton,2017
174366_351,2,2005-02-01,AIND,E032608919829,,,Southampton,2017
427970_351,1,2009-09-01,BAFR,Q074419267022,,,Southampton,2017
467400_351,1,2006-09-01,BOTH,O038942596575,,,Southampton,2017
538489_351,1,2007-04-01,WBRI,K059065187814,,,Southampton,2017
589666_351,2,2005-04-01,NOBT,R011511186173,,,Southampton,2017
660244_351,1,2001-04-01,REFU,D027302184937,,,Southampton,2017
54525_351,2,2004-06-01,WBRI,K097496480092,,,Southampton,2017
426575_351,2,2012-10-01,REFU,E029193761333,,,Southampton,2017
324424_351,1,2006-02-01,WIRI,W068862245097,,,Southampton,2017
654231_351,2,2013-07-01,BAFR,C013269756261,,,Southampton,2017
235652_351,1,2013-12-01,MWBC,D014326139887,,,Southampton,2017
653360_351,1,2008-09-01,BOTH,X062570286743,,,Southampton,2017
112482_351,2,2005-05-01,WIRT,C001424784369,,,Southampton,2017
634442_351,1,2007-02-01,BCRB,I028712248637,,,Southampton,2017
198243_351,1,2012-05-01,BAFR,Z002518760767,,,Southampton,2017
663062_351,2,2014-02-01,ABAN,V016388607417,,,Southampton,2017
12252_351,1,2003-01-01,WROM,K037273873334,,,Southampton,2017
939471_351,2,2006-11-01,APKN,X060671334195,,,Southampton,2017
790242_351,2,2013-07-01,WIRT,O073355841043,,,Southampton,2017
174978_351,1,2003-10-01,AIND,W027224415227,,,Southampton,2017
639184_351,1,2002-09-01,BAFR,E043429728808,,,Southampton,2017
37220_351,1,2001-11-01,MOTH,V023920463759,,,Southampton,2017
636731_351,2,2002-11-01,NOBT,S058975390604,,,Southampton,2017
721125_351,2,2012-06-01,MWBA,E025187589848,,,Southampton,2017
399401_351,1,2009-07-01,WIRT,W027366145147,,,Southampton,2017
972918_351,2,2014-08-01,BOTH,O072570020337,,,Southampton,2017
206883_351,2,2003-02-01,APKN,X092475862629,,,Southampton,2017
385989_351,1,2008-02-01,AOTH,C039020624845,,,Southampton,2017
460330_351,2,2012-09-01,MWBC,P021191672098,,,Southampton,2017
389940_351,2,2003-12-01,AIND,N073625826511,,,Southampton,2017
317738_351,2,2001-08-01,BOTH,J081552305191,,,Southampton,2017
647743_351,2,2014-03-01,MWBA,E047467732065,,,Southampton,2017
343329_351,2,2012-12-01,MWBC,Y073271651015,,,Southampton,2017
998926_351,2,2011-10-01,WOTH,L067491058295,,,Southampton,2017
930044_351,2,2005-05-01,WROM,K087657963171,,,Southampton,2017
547380_351,1,2008-02-01,WOTH,J026008915003,,,Southampton,2017
522938_351,1,2011-09-01,APKN,J002506715992,,,Southampton,2017
902350_351,1,2007-03-01,MOTH,J011281790591,,,Southampton,2017
841801_351,2,2005-12-01,CHNE,J074192742089,,,Southampton,2017
455357_351,1,2014-06-01,WOTH,M038227995471,,,Southampton,2017
744142_351,2,2012-03-01,MWBA,B014833626418,,,Southampton,2017
671817_351,2,2013-04-01,MWBC,C021285317107,,,Southampton,2017
163549_351,1,2009-02-01,AIND,H069691537179,,,Southampton,2017
752213_351,2,2001-06-01,WIRT,K081922273341,,,Southampton,2017
453683_351,2,2013-01-01,REFU,C090769747161,,,Southampton,2017
363733_351,2,2003-08-01,CHNE,B010637627851,,,Southampton,2017
497435_351,2,2007-12-01,WIRT,J083494942268,,,Southampton,2017
717067_351,2,2008-07-01,WIRI,C070710379687,,,Southampton,2017
990582_351,1,2012-04-01,WOTH,T039679166526,,,Southampton,2017
539297_351,2,2008-12-01,BOTH,C069084603283,,,Southampton,2017
33548_351,1,2012-03-01,WROM,E095639040408,,,Southampton,2017
716474_351,1,2003-09-01,BCRB,G065780926606,,,Southampton,2017
576144_351,2,2008-10-01,NOBT,K036780180563,,,Southampton,2017
344048_351,2,2012-06-01,APKN,U034331280505,,,Southampton,2017
128563_351,2,2003-03-01,WOTH,Z059701106947,,,Southampton,2017
240413_351,1,2004-03-01,MOTH,P040393196182,,,Southampton,2017
1640_351,2,2009-03-01,AOTH,P080943031371,,,Southampton,2017
707694_351,2,2013-05-01,BOTH,L087950380915,,,Southampton,2017
502942_351,2,2011-07-01,REFU,U091447077182,,,Southampton,2017
113868_351,2,2008-12-01,MWBA,C039125942364,,,Southampton,2017
729455_351,2,2010-08-01,BCRB,E030684863562,,,Southampton,2017
967679_351,1,2014-12-01,REFU,P054343871745,,,Southampton,2017
253967_351,1,2002-03-01,WBRI,Q057876171517,,,Southampton,2017
930039_351,2,2009-02-01,BAFR,K011825044295,,,Southampton,2017
868748_351,2,2004-05-01,APKN,M080621340524,,,Southampton,2017
305377_351,2,2005-10-01,WIRT,Y007119420396,,,Southampton,2017
379983_351,2,2005-09-01,MWBC,V048060165521,,,Southampton,2017
92909_351,1,2004-01-01,MOTH,Y017047402697,,,Southampton,2017
93635_351,1,2002-10-01,AOTH,O012291661994,,,Southampton,2017
765197_351,2,2001-09-01,WIRT,F011738608709,,,Southampton,2017
452023_351,1,2004-08-01,WBRI,Z049673398603,,,Southampton,2017
24577_351,2,2003-08-01,MWBC,Z012889281151,,,Southampton,2017
948567_351,2,2003-01-01,WIRI,U019103968857,,,Southampton,2017
935767_351,1,2010-04-01,WBRI,B027691845293,,,Southampton,2017
630396_351,2,2010-02-01,NOBT,T015871242729,,,Southampton,2017
334873_351,1,2011-02-01,MOTH,B020568160383,,,Southampton,2017
23757_351,1,2013-11-01,CHNE,G085001233361,,,Southampton,2017
346016_351,2,2014-11-01,WIRT,D063157053949,,,Southampton,2017
652877_351,1,2011-09-01,WOTH,F024917469802,,,Southampton,2017
823958_351,2,2013-11-01,WIRT,L052969302293,,,Southampton,2017
158615_351,2,2007-03-01,WROM,R036506892319,,,Southampton,2017
551741_351,2,2001-09-01,MWAS,F021420845199,,,Southampton,2017
317845_351,2,2008-01-01,WOTH,G052563426301,,,Southampton,2017
264952_351,2,2011-12-01,MWAS,Y040559803765,,,Southampton,2017
610619_351,1,2013-03-01,ABAN,T038228500240,,,Southampton,2017
416758_351,2,2008-10-01,AOTH,Z064283330550,,,Southampton,2017
977368_351,2,2014-07-01,WIRT,W073853925383,,,Southampton,2017
795944_351,1,2008-12-01,MWBC,P032555705738,,,Southampton,2017
229779_351,1,2012-11-01,ABAN,C001491609657,,,Southampton,2017
506017_351,2,2011-08-01,REFU,N030653485648,,,Southampton,2017
140395_351,1,2009-01-01,WROM,I034961299318,,,Southampton,2017
622570_351,2,2009-11-01,ABAN,U041163145771,,,Southampton,2017
246523_351,1,2007-09-01,BAFR,H014754767145,,,Southampton,2017
10938_351,2,2011-02-01,WROM,N001934639178,,,Southampton,2017
825813_351,2,2002-11-01,REFU,I021872887570,,,Southampton,2017
522011_351,2,2007-09-01,MWBC,F059945287087,,,Southampton,2017
626666_351,2,2010-07-01,WIRT,R049669608293,,,Southampton,2017
211464_351,1,2011-10-01,APKN,B090500525287,,,Southampton,2017
289457_351,2,2009-02-01,AIND,C092116171782,,,Southampton,2017
428283_351,1,2003-11-01,WIRI,Q066338574412,,,Southampton,2017
497432_351,2,2008-10-01,OOTH,K082007380274,,,Southampton,2017
243583_351,1,2007-08-01,NOBT,L010661463850,,,Southampton,2017
550571_351,1,2003-11-01,BAFR,V087216007273,,,Southampton,2017
410089_351,2,2010-09-01,MWBA,Y078632200487,,,Southampton,2017
14890_351,1,2008-12-01,MOTH,H054427196744,,,Southampton,2017
540993_351,2,2005-09-01,MWBC,G031949099416,,,Southampton,2017
922950_351,1,2006-06-01,WBRI,Q091902345172,,,Southampton,2017
230148_351,2,2008-04-01,BAFR,R036606115451,,,Southampton,2017
498485_351,1,2004-07-01,BOTH,W013624614715,,,Southampton,2017
28310_351,2,2003-09-01,BOTH,D000566487869,,,Southampton,2017
872947_351,2,2003-02-01,WIRT,M051276149038,,,Southampton,2017
173998_351,1,2008-05-01,REFU,X057354260456,,,Southampton,2017
467284_351,1,2002-06-01,BCRB,G012906534543,,,Southampton,2017
569435_351,1,2003-11-01,CHNE,Z099584865461,,,Southampton,2017
378061_351,1,2001-08-01,WROM,Z080703066716,,,Southampton,2017
136041_351,1,2005-09-01,WIRT,Q058564763670,,,Southampton,2017
473455_351,2,2002-08-01,WOTH,B077762488389,,,Southampton,2017
187044_351,2,2007-03-01,ABAN,V091016155534,,,Southampton,2017
311837_351,1,2004-10-01,ABAN,Q067941504366,,,Southampton,2017
789057_351,2,2006-07-01,ABAN,H055286916402,,,Southampton,2017
393868_351,2,2014-03-01,WOTH,H029691735727,,,Southampton,2017
268417_351,1,2009-02-01,CHNE,O047408890320,,,Southampton,2017
170021_351,2,2005-03-01,WIRT,F064272116575,,,Southampton,2017
20888_351,1,2012-01-01,BCRB,T068448207048,,,Southampton,2017
320969_351,1,2010-12-01,ABAN,W075804726337,,,Southampton,2017
567621_351,2,2003-09-01,WROM,A078924382412,,,Southampton,2017
941676_351,2,2004-08-01,WBRI,W057909552280,,,Southampton,2017
564633_351,2,2008-06-01,WOTH,B049871129996,,,Southampton,2017
325037_351,1,2006-07-01,MOTH,Y097779192573,,,Southampton,2017
398161_351,1,2011-11-01,MWAS,N021512708391,,,Southampton,2017
249901_351,2,2007-01-01,REFU,B071798734374,,,Southampton,2017
410296_351,1,2003-04-01,MWBC,J090100915505,,,Southampton,2017
126971_351,1,2006-01-01,WOTH,K019678341493,,,Southampton,2017
443991_351,1,2001-10-01,MOTH,C088852052751,,,Southampton,2017
197569_351,2,2002-08-01,OOTH,K061964531051,,,Southampton,2017
609440_351,2,2010-10-01,APKN,Z058630668166,,,Southampton,2017
496476_351,2,2010-12-01,WOTH,B069117743835,,,Southampton,2017
562070_351,1,2003-10-01,AIND,K089074390883,,,Southampton,2017
712340_351,2,2002-01-01,WIRI,G021223602537,,,Southampton,2017
457033_351,2,2004-05-01,AIND,T003781559827,,,Southampton,2017
270210_351,2,2008-04-01,MWBA,D065568036817,,,Southampton,2017
227070_351,2,2004-02-01,MWBC,A034546783438,,,Southampton,2017
374807_351,1,2006-10-01,WROM,Z071814219353,,,Southampton,2017
136051_351,1,2010-03-01,ABAN,L094762812203,,,Southampton,2017
632667_351,2,2012-03-01,NOBT,L026242276589,,,Southampton,2017
890491_351,2,2010-03-01,WIRI,X035322183582,,,Southampton,2017
939575_351,1,2005-10-01,AOTH,R054461093674,,,Southampton,2017
989967_351,1,2004-05-01,AIND,F019046301988,,,Southampton,2017
664207_351,1,2003-10-01,APKN,G073394932788,,,Southampton,2017
736507_351,2,2005-03-01,APKN,U042905010801,,,Southampton,2017
328934_351,1,2004-04-01,BOTH,Q004316595340,,,Southampton,2017
221661_351,1,2002-02-01,BCRB,D077754874851,,,Southampton,2017
279823_351,1,2005-05-01,WIRI,L050209795867,,,Southampton,2017
571167_351,1,2014-06-01,NOBT,U057647703288,,,Southampton,2017
193832_351,2,2014-04-01,BAFR,A018574622985,,,Southampton,2017
483733_351,2,2002-10-01,REFU,G015898779930,,,Southampton,2017
309028_351,1,2005-04-01,MWAS,R033879787281,,,Southampton,2017
554188_351,2,2005-06-01,ABAN,V013250247664,,,Southampton,2017
334005_351,2,2001-08-01,BCRB,R069519189293,,,Southampton,2017
821136_351,1,2011-05-01,MOTH,B027080508008,,,Southampton,2017
739298_351,1,2009-10-01,APKN,C041201029215,,,Southampton,2017
658215_351,2,2004-06-01,MOTH,T041623915061,,,Southampton,2017
954347_351,2,2006-06-01,WIRT,I089009149999,,,Southampton,2017
488236_351,2,2011-08-01,WIRI,G038963275314,,,Southampton,2017
716305_351,2,2014-08-01,MWBA,L052051731340,,,Southampton,2017
758425_351,2,2002-11-01,MWBA,U029536913570,,,Southampton,2017
91109_351,2,2011-11-01,NOBT,V084595437767,,,Southampton,2017
225376_351,2,2005-09-01,MWAS,F067166610689,,,Southampton,2017
688226_351,2,2007-09-01,AOTH,Y051374973139,,,Southampton,2017
511721_351,2,2010-10-01,WROM,W055404284200,,,Southampton,2017
934252_351,2,2006-12-01,BAFR,G056135592224,,,Southampton,2017
986748_351,1,2006-09-01,WBRI,M041686485947,,,Southampton,2017
880803_351,1,2008-10-01,MWBC,Q030665212307,,,Southampton,2017
56910_351,1,2006-05-01,REFU,J080830972552,,,Southampton,2017
994849_351,2,2013-06-01,MWBA,Z002142459704,,,Southampton,2017
867352_351,2,2001-06-01,CHNE,D097042846807,,,Southampton,2017
753506_351,1,2012-11-01,WIRT,J076555258851,,,Southampton,2017
488558_351,1,2014-04-01,BOTH,D051042597208,,,Southampton,2017
667272_351,1,2013-05-01,BCRB,V055480676700,,,Southampton,2017
530490_351,1,2004-10-01,ABAN,M030422164913,,,Southampton,2017
425708_351,1,2005-09-01,BAFR,B077543383798,,,Southampton,2017
465283_351,2,2009-12-01,WOTH,G080278972432,,,Southampton,2017
319223_351,2,2013-11-01,AIND,O052741080453,,,Southampton,2017
25729_351,1,2012-12-01,CHNE,H093394092675,,,Southampton,2017
132586_351,1,2010-06-01,CHNE,Z098754005386,,,Southampton,2017
376773_351,1,2006-05-01,CHNE,I086927489720,,,Southampton,2017
65558_351,2,2013-06-01,WIRT,S032832838039,,,Southampton,2017
360080_351,1,2012-06-01,MWBA,M063975496989,,,Southampton,2017
503671_351,1,2014-04-01,MWAS,D099603464809,,,Southampton,2017
317817_351,1,2005-10-01,BOTH,A060753579839,,,Southampton,2017
991404_351,2,2011-01-01,WIRT,R041418917979,,,Southampton,2017
382587_351,1,2003-05-01,WOTH,P086177452374,,,Southampton,2017
526276_351,2,2001-08-01,AIND,Q003715219327,,,Southampton,2017
730304_351,2,2012-05-01,MWAS,X000827997906,,,Southampton,2017
756773_351,1,2006-02-01,MWBA,P085866144674,,,Southampton,2017
819354_351,1,2003-10-01,WBRI,B031206401432,,,Southampton,2017
339013_351,1,2007-01-01,NOBT,M060122399145,,,Southampton,2017
903025_351,1,2006-02-01,CHNE,G007793418989,,,Southampton,2017
249349_351,1,2012-05-01,MWBC,K034588549204,,,Southampton,2017
424554_351,2,2011-06-01,AOTH,C097480149785,,,Southampton,2017
330776_351,1,2014-12-01,WOTH,D047637381377,,,Southampton,2017
237247_351,2,2003-12-01,MWBC,G090347908172,,,Southampton,2017
242825_351,1,2001-08-01,MWBC,P013780784867,,,Southampton,2017
388516_351,2,2011-07-01,WOTH,U039828282870,,,Southampton,2017
488922_351,1,2014-11-01,REFU,F038769165440,,,Southampton,2017
64353_351,1,2007-07-01,WROM,B026107714049,,,Southampton,2017
517524_351,2,2003-11-01,WOTH,Z044997715618,,,Southampton,2017
534184_351,2,2007-06-01,WOTH,U056009946659,,,Southampton,2017
560891_351,1,2003-12-01,WROM,U097651578124,,,Southampton,2017
957193_351,2,2008-09-01,OOTH,X090906619749,,,Southampton,2017
842399_351,2,2001-06-01,BCRB,S015228655532,,,Southampton,2017
913404_351,1,2011-06-01,OOTH,A067566283473,,,Southampton,2017
725059_351,2,2004-06-01,APKN,T031788723430,,,Southampton,2017
502470_351,1,2006-01-01,REFU,O034908270210,,,Southampton,2017
497219_351,1,2007-08-01,ABAN,Z074586584463,,,Southampton,2017
58005_351,2,2010-06-01,OOTH,L042110910450,,,Southampton,2017
628849_351,2,2014-07-01,NOBT,S090509340811,,,Southampton,2017
412887_351,1,2006-06-01,WIRI,Q097406521277,,,Southampton,2017
957367_351,1,2002-06-01,BOTH,B005947724263,,,Southampton,2017
54169_351,2,2006-11-01,WIRI,S055074260993,,,Southampton,2017
205420_351,1,2001-08-01,REFU,K084557053971,,,Southampton,2017
711212_351,1,2013-03-01,BCRB,A002972653531,,,Southampton,2017
924284_351,1,2008-04-01,MWBC,Y044378511105,,,Southampton,2017
194039_351,1,2009-07-01,APKN,E046460567566,,,Southampton,2017
717148_351,2,2004-11-01,WIRT,T052604379798,,,Southampton,2017
688120_351,1,2001-05-01,AIND,U044167381981,,,Southampton,2017
843178_351,1,2010-06-01,AIND,Z083923093714,,,Southampton,2017
493109_351,2,2002-02-01,BOTH,U020291257840,,,Southampton,2017
914255_351,1,2009-01-01,AOTH,E053880837263,,,Southampton,2017
229890_351,1,2011-04-01,MOTH,N097351910608,,,Southampton,2017
19264_351,2,2014-12-01,MOTH,T033009716385,,,Southampton,2017
846431_351,1,2004-01-01,REFU,G060726827186,,,Southampton,2017
45369_351,2,2002-01-01,WOTH,V065165378470,,,Southampton,2017
188345_351,1,2003-01-01,APKN,P055198574295,,,Southampton,2017
326057_351,2,2003-06-01,APKN,N091441455541,,,Southampton,2017
455100_351,2,2010-04-01,REFU,J091708703717,,,Southampton,2017
816263_351,1,2003-09-01,MWBC,U018157810863,,,Southampton,2017
804600_351,1,2007-09-01,AOTH,E020647484492,,,Southampton,2017
8014_351,1,2006-11-01,AOTH,S097747563088,,,Southampton,2017
750552_351,1,2008-04-01,WROM,N081053558769,,,Southampton,2017
61205_351,1,2009-10-01,CHNE,D042696028669,,,Southampton,2017
728596_351,1,2004-02-01,MWBA,E067789227360,,,Southampton,2017
611314_351,1,2006-05-01,BCRB,P009288778724,,,Southampton,2017
783705_351,1,2007-03-01,WROM,E040268672984,,,Southampton,2017
497827_351,1,2007-06-01,CHNE,O061194370967,,,Southampton,2017
265579_351,2,2008-04-01,NOBT,B010275790565,,,Southampton,2017
802696_351,1,2006-06-01,WROM,Z092313134768,,,Southampton,2017
162095_351,2,2006-03-01,BOTH,J010550187399,,,Southampton,2017
107618_351,2,2013-02-01,MWBA,A025812128713,,,Southampton,2017
308262_351,1,2002-10-01,MWBC,E092175329392,,,Southampton,2017
955333_351,2,2014-01-01,OOTH,Q044365034846,,,Southampton,2017
875730_351,2,2006-12-01,BAFR,F074676821122,,,Southampton,2017
154861_351,2,2008-11-01,WIRI,Q073354185879,,,Southampton,2017
730452_351,1,2011-12-01,BOTH,G040067127673,,,Southampton,2017
62636_351,2,2006-10-01,WIRI,P074915291588,,,Southampton,2017
222690_351,2,2005-05-01,WROM,Z062438266850,,,Southampton,2017
565797_351,1,2001-10-01,CHNE,G078390148545,,,Southampton,2017
663722_351,2,2009-11-01,WIRI,U071249570626,,,Southampton,2017
486079_351,2,2014-01-01,WIRT,A099878138796,,,Southampton,2017
3177_351,1,2005-07-01,MWBC,Z096711730012,,,Southampton,2017
212447_351,2,2012-08-01,BAFR,M054947105414,,,Southampton,2017
89739_351,2,2014-12-01,BOTH,K039783298931,,,Southampton,2017
873543_351,1,2004-05-01,CHNE,I063671760738,,,Southampton,2017
940537_351,2,2007-09-01,APKN,K029664844569,,,Southampton,2017
527671_351,2,2002-02-01,NOBT,C015999269644,,,Southampton,2017
165370_351,2,2004-08-01,BAFR,D099134846479,,,Southampton,2017
20765_351,1,2013-01-01,CHNE,I045171028459,,,Southampton,2017
796443_351,1,2010-03-01,WIRT,O053494443816,,,Southampton,2017
635151_351,1,2002-12-01,MOTH,O020299426391,,,Southampton,2017
665828_351,2,2003-04-01,CHNE,T093361269792,,,Southampton,2017
70657_351,1,2006-02-01,MWBA,E052982407137,,,Southampton,2017
361590_351,2,2014-08-01,OOTH,E071212731164,,,Southampton,2017
412737_351,1,2008-02-01,CHNE,X086985918992,,,Southampton,2017
471305_351,2,2001-08-01,WOTH,T086252162273,,,Southampton,2017
582212_351,1,2013-05-01,MWBA,R094924284171,,,Southampton,2017
153173_351,1,2014-10-01,WOTH,N045742771378,,,Southampton,2017
586025_351,2,2007-08-01,WIRI,T008640629653,,,Southampton,2017
443215_351,1,2010-09-01,WIRT,G047130392261,,,Southampton,2017
534483_351,1,2009-04-01,MWAS,N086328852058,,,Southampton,2017
918460_351,2,2013-03-01,CHNE,C092267297649,,,Southampton,2017
793737_351,2,2005-03-01,BAFR,W098831481160,,,Southampton,2017
58197_351,1,2002-07-01,BAFR,A081993773066,,,Southampton,2017
201535_351,2,2012-12-01,MWBC,R073225791998,,,Southampton,2017
208447_351,1,2010-01-01,BAFR,V073154874976,,,Southampton,2017
471741_351,1,2014-11-01,WIRI,O058247549205,,,Southampton,2017
832903_351,1,2010-08-01,AOTH,N012873892101,,,Southampton,2017
576321_351,1,2011-07-01,AOTH,K081877398701,,,Southampton,2017
627315_351,2,2007-03-01,APKN,F007758454557,,,Southampton,2017
227448_351,2,2010-07-01,WIRI,O051462328220,,,Southampton,2017
476684_351,1,2002-10-01,CHNE,Z037516632231,,,Southampton,2017
978266_351,1,2011-08-01,MOTH,I036319080411,,,Southampton,2017
15438_351,1,2013-05-01,MWBA,E094319468185,,,Southampton,2017
688216_351,2,2002-01-01,APKN,P092373635790,,,Southampton,2017
272095_351,2,2006-05-01,NOBT,G096465061495,,,Southampton,2017
45804_351,2,2010-04-01,AIND,X028683809623,,,Southampton,2017
155322_351,2,2005-07-01,WROM,Q035210199790,,,Southampton,2017
531540_351,2,2014-12-01,BOTH,N018182930457,,,Southampton,2017
184098_351,2,2009-01-01,AOTH,Y033740809444,,,Southampton,2017
223284_351,2,2002-09-01,BOTH,S073430721204,,,Southampton,2017
788482_351,2,2012-08-01,OOTH,V082726198167,,,Southampton,2017
153127_351,2,2003-10-01,MWBC,B070989140522,,,Southampton,2017
671555_351,2,2012-04-01,WBRI,W099960156274,,,Southampton,2017
98601_351,1,2001-09-01,BOTH,C060440644184,,,Southampton,2017
235003_351,1,2002-06-01,WIRI,D050185553583,,,Southampton,2017
153556_351,2,2008-07-01,AIND,X060319237390,,,Southampton,2017
270142_351,2,2003-07-01,MWBC,Q015830843138,,,Southampton,2017
916162_351,2,2004-06-01,WBRI,M097886352952,,,Southampton,2017
273247_351,2,2008-11-01,AOTH,W072640629460,,,Southampton,2017
710173_351,1,2001-10-01,REFU,P070326391581,,,Southampton,2017
417867_351,1,2005-05-01,MWBC,O026205731248,,,Southampton,2017
689661_351,1,2004-03-01,NOBT,P026459745299,,,Southampton,2017
331938_351,2,2006-04-01,BCRB,Z046553589573,,,Southampton,2017
151627_351,2,2014-08-01,ABAN,F072706291468,,,Southampton,2017
612198_351,1,2008-02-01,APKN,Z069999599965,,,Southampton,2017
23833_351,2,2013-10-01,MWBC,W089853881967,,,Southampton,2017
977207_351,2,2002-12-01,WROM,I008745766713,,,Southampton,2017
967004_351,1,2014-11-01,AOTH,B050442799425,,,Southampton,2017
57530_351,2,2011-02-01,MWAS,Y048681163255,,,Southampton,2017
985433_351,2,2006-05-01,NOBT,O075160437319,,,Southampton,2017
890758_351,1,2010-06-01,ABAN,E040066023903,,,Southampton,2017
959554_351,2,2007-09-01,AOTH,N025722232162,,,Southampton,2017
180976_351,1,2004-01-01,WROM,U087414650917,,,Southampton,2017
62245_351,1,2011-02-01,APKN,I009468746981,,,Southampton,2017
969697_351,2,2005-12-01,NOBT,T092031830556,,,Southampton,2017
389034_351,1,2008-03-01,WBRI,I006475215991,,,Southampton,2017
701974_351,1,2003-05-01,ABAN,U088626503806,,,Southampton,2017
328637_351,2,2002-09-01,BCRB,V039799202106,,,Southampton,2017
652338_351,2,2002-09-01,MOTH,S073690456048,,,Southampton,2017
568605_351,2,2002-06-01,OOTH,Z044170809330,,,Southampton,2017
996243_351,1,2014-12-01,REFU,G034900149044,,,Southampton,2017
602768_351,1,2002-01-01,WBRI,E084877610796,,,Southampton,2017
18424_351,2,2007-05-01,WOTH,L063136974964,,,Southampton,2017
87115_351,2,2002-07-01,ABAN,N059333043174,,,Southampton,2017
483247_351,1,2001-04-01,REFU,R072528363809,,,Southampton,2017
694325_351,2,2003-01-01,WIRI,J082219476446,,,Southampton,2017
945427_351,1,2010-10-01,OOTH,T061998276336,,,Southampton,2017
156287_351,1,2004-08-01,MWAS,Q051830505336,,,Southampton,2017
890883_351,1,2013-01-01,BCRB,K024614298669,,,Southampton,2017
387880_351,2,2014-04-01,WBRI,E065324522805,,,Southampton,2017
930_351,2,2002-05-01,WIRI,J089335776314,,,Southampton,2017
416086_351,2,2008-02-01,OOTH,W093497526342,,,Southampton,2017
306811_351,2,2005-04-01,MWAS,E087046406896,,,Southampton,2017
620489_351,2,2013-10-01,AIND,X039112226251,,,Southampton,2017
416046_351,1,2007-10-01,WOTH,T008503250631,,,Southampton,2017
809131_351,1,2013-07-01,WROM,P092392778823,,,Southampton,2017
635958_351,2,2009-05-01,REFU,A044926241995,,,Southampton,2017
51326_351,1,2014-12-01,APKN,V018211083757,,,Southampton,2017
982320_351,2,2008-11-01,CHNE,L046312706021,,,Southampton,2017
294854_351,2,2008-04-01,MWBA,I072641349451,,,Southampton,2017
595693_351,2,2010-02-01,OOTH,Z079182496154,,,Southampton,2017
716674_351,2,2001-11-01,WOTH,G071422596241,,,Southampton,2017
197766_351,2,2003-06-01,WOTH,T073162033637,,,Southampton,2017
885436_351,2,2013-08-01,BCRB,S067042509094,,,Southampton,2017
663365_351,1,2002-01-01,WROM,S067404014187,,,Southampton,2017
33199_351,1,2011-12-01,WIRT,I078448881465,,,Southampton,2017
59984_351,2,2006-12-01,APKN,R098586891571,,,Southampton,2017
700324_351,2,2010-03-01,REFU,E024409964769,,,Southampton,2017
861631_351,2,2011-03-01,WOTH,U073470744215,,,Southampton,2017
46118_351,1,2003-10-01,WBRI,I010938547310,,,Southampton,2017
48865_351,1,2006-04-01,MWBC,R054957016309,,,Southampton,2017
974805_351,1,2012-08-01,WIRI,C093643557109,,,Southampton,2017
734500_351,1,2012-01-01,WBRI,D059842552713,,,Southampton,2017
539092_351,2,2008-12-01,BCRB,P085872931642,,,Southampton,2017
1263_351,2,2009-05-01,ABAN,H052949689785,,,Southampton,2017
98380_351,2,2001-08-01,WROM,D089121144750,,,Southampton,2017
